uid,nightuid,eventID,namedLocation,domainID,siteID,plotID,mammalGridSamplingMethod,collectDate,endDate,samplingImpractical,gridCompletion,samplingProtocolVersion,remarks,dataQF
"919b0d5e-6f0d-4404-b65b-419c2ca3dcb9","0080b6d4-43f5-4a0b-8eb8-24e278c20a63","RMNP.2025.21","RMNP_014.mammalGrid.mam","D10","RMNP","RMNP_014","pathogen","2025-05-20","2025-05-20","location snow covered",,"NEON.DOC.000481vQ",,
"4425f282-36a5-4fcd-9d31-eb588a505fc7","a2d651d2-5604-4d7e-b000-3d2a732c3aef","RMNP.2025.21","RMNP_014.mammalGrid.mam","D10","RMNP","RMNP_014","pathogen","2025-05-21","2025-05-21","location snow covered",,"NEON.DOC.000481vQ",,
"94d43a63-1df7-486f-8b36-cfb2be2b0b6b","a1539eaa-adaf-49a8-aad1-ef66491dadb2","RMNP.2025.21","RMNP_005.mammalGrid.mam","D10","RMNP","RMNP_005","diversity","2025-05-21","2025-05-21","location snow covered",,"NEON.DOC.000481vQ",,
"8c1b1925-486c-4aa7-984f-77712b13a237","886bc326-d9e6-419a-8587-22bfd78f283e","RMNP.2025.21","RMNP_014.mammalGrid.mam","D10","RMNP","RMNP_014","pathogen","2025-05-22","2025-05-22","location snow covered",,"NEON.DOC.000481vQ",,
"84c6dec9-2731-4823-bf37-6a8675dcc115","bcf0b66e-77c7-4a9d-a69f-f7e3332c5cbe","RMNP.2025.21","RMNP_009.mammalGrid.mam","D10","RMNP","RMNP_009","diversity","2025-05-22","2025-05-22","OK","setting complete, processing complete","NEON.DOC.000481vQ",,
"bb9aabdc-ca8f-4352-a2c3-cbaf2eb45ecf","82e7fb70-79a0-4352-b270-eacad1ea0eb6","RMNP.2025.21","RMNP_030.mammalGrid.mam","D10","RMNP","RMNP_030","diversity","2025-05-22","2025-05-22","OK","setting complete, processing complete","NEON.DOC.000481vQ",,
"aa15acf2-e619-460a-ab68-1ac009361573","0b1a113d-577d-41cd-a0c4-22daf448040e","RMNP.2025.21","RMNP_003.mammalGrid.mam","D10","RMNP","RMNP_003","pathogen","2025-05-28","2025-05-28","temperature low",,"NEON.DOC.000481vQ","Temperature below protocol threshold",
"8434457a-689d-4b08-ab87-c1d1777d075d","309582c6-c267-4db5-91e2-a6b505ac918f","RMNP.2025.21","RMNP_013.mammalGrid.mam","D10","RMNP","RMNP_013","pathogen","2025-05-28","2025-05-28","temperature low",,"NEON.DOC.000481vQ","Temperature below protocol threshold",
"dfed7cb8-197a-45dd-8aea-c74e58115a47","ead4e017-6b64-48af-862e-ebe9dfd207a9","RMNP.2025.21","RMNP_003.mammalGrid.mam","D10","RMNP","RMNP_003","pathogen","2025-05-29","2025-05-29","temperature low",,"NEON.DOC.000481vQ","Temperature below protocol threshold",
"6a0009eb-eade-48cd-860e-9ae1cc8c0420","c3dd6a59-3382-4b39-aa46-7e886c8362cd","RMNP.2025.21","RMNP_013.mammalGrid.mam","D10","RMNP","RMNP_013","pathogen","2025-05-29","2025-05-29","temperature low",,"NEON.DOC.000481vQ","Temperature below protocol threshold",
"e7b77f16-b36d-4a65-b891-b51d1d192368","5b02c2d2-7068-40a4-a180-6474c4b9773d","RMNP.2025.21","RMNP_003.mammalGrid.mam","D10","RMNP","RMNP_003","pathogen","2025-05-30","2025-05-30","OK","setting complete, processing complete","NEON.DOC.000481vQ",,
"289409ff-cc79-4d2c-9830-429222342f3d","e16d0887-ec80-4cda-9d90-8216911f2fa9","RMNP.2025.21","RMNP_013.mammalGrid.mam","D10","RMNP","RMNP_013","pathogen","2025-05-30","2025-05-30","OK","setting complete, processing complete","NEON.DOC.000481vQ",,
