uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks
"8a06a45b-799b-4e05-87d5-c049f7f81b56","TALL_001.tickPlot.tck","D08","TALL","TALL_001","distributed","deciduousForest",32.976366,-87.432192,"WGS84",20.1,114.7,0.1,,,"2019-04-10T14:12Z","TALL.2019.15","TALL_001.20190410","D00000048040","drag and flag",158,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-8839-6825",
"45c45c29-41fb-4bbf-9ed2-2660477540ae","TALL_003.tickPlot.tck","D08","TALL","TALL_003","distributed","mixedForest",32.894409,-87.416533,"WGS84",20.2,117.0,0.2,,,"2019-04-10T14:30Z","TALL.2019.15",,,"drag and flag",160,"N",,,,,"NEON.DOC.014045vK","0000-0003-3960-4840",
"61de9311-61fe-48ba-93f6-672ac59ed212","TALL_016.tickPlot.tck","D08","TALL","TALL_016","distributed","evergreenForest",32.971554,-87.415844,"WGS84",20.1,139.0,0.1,,,"2019-04-10T15:40Z","TALL.2019.15","TALL_016.20190410","D00000048039","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-8839-6825",
"fc7514b4-6441-4cd4-af4a-bd453160428e","TALL_008.tickPlot.tck","D08","TALL","TALL_008","distributed","deciduousForest",32.922873,-87.434098,"WGS84",20.1,126.8,0.1,,,"2019-04-10T16:15Z","TALL.2019.15","TALL_008.20190410","D00000048048","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-8528-4289",
"0ff8d4ee-14e0-479b-b586-3a0bad600124","TALL_006.tickPlot.tck","D08","TALL","TALL_006","distributed","evergreenForest",32.899153,-87.444554,"WGS84",20.1,111.1,0.1,,,"2019-04-10T16:50Z","TALL.2019.15",,,"drag and flag",160,"N",,,,,"NEON.DOC.014045vK","0000-0002-4194-7642",
"81fd6ab4-97a2-451a-b2ee-26ac879aeef7","TALL_002.tickPlot.tck","D08","TALL","TALL_002","distributed","mixedForest",32.920826,-87.428960,"WGS84",20.2,99.3,0.3,,,"2019-04-10T17:20Z","TALL.2019.15","TALL_002.20190410","D00000048043","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-8528-4289",
"3b6eeea8-4ffb-4834-b3d4-1c1108a3c3ca","TALL_001.tickPlot.tck","D08","TALL","TALL_001","distributed","deciduousForest",32.976366,-87.432192,"WGS84",20.1,114.7,0.1,,,"2019-04-29T14:00Z","TALL.2019.18","TALL_001.20190429","A00000015268","drag and flag",165,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0003-3960-4840",
"124b1461-e4c0-4844-9533-480d0265e11b","TALL_016.tickPlot.tck","D08","TALL","TALL_016","distributed","evergreenForest",32.971554,-87.415844,"WGS84",20.1,139.0,0.1,,,"2019-04-29T15:40Z","TALL.2019.18","TALL_016.20190429","A00000015292","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-6443-1841",
"08059de2-c4f9-4708-afc0-bd675fa78c8b","TALL_008.tickPlot.tck","D08","TALL","TALL_008","distributed","deciduousForest",32.922873,-87.434098,"WGS84",20.1,126.8,0.1,,,"2019-04-29T17:10Z","TALL.2019.18","TALL_008.20190429","A00000081972","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-6443-1841",
"7dd73159-8531-4600-ab3c-4fe41fb70f9b","TALL_002.tickPlot.tck","D08","TALL","TALL_002","distributed","mixedForest",32.920826,-87.428960,"WGS84",20.2,99.3,0.3,,,"2019-04-29T18:15Z","TALL.2019.18","TALL_002.20190429","A00000015270","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0003-3960-4840",
"cc5758ee-cd3f-49ee-94b8-1dcd692a4de9","TALL_006.tickPlot.tck","D08","TALL","TALL_006","distributed","evergreenForest",32.899153,-87.444554,"WGS84",20.1,111.1,0.1,,,"2019-04-29T19:54Z","TALL.2019.18",,,"drag and flag",160,"N",,,,,"NEON.DOC.014045vK","0000-0003-0670-0174",
"8f94329f-5c3b-4e60-8b54-cf0d2ee30cc3","TALL_003.tickPlot.tck","D08","TALL","TALL_003","distributed","mixedForest",32.894409,-87.416533,"WGS84",20.2,117.0,0.2,,,"2019-04-29T21:04Z","TALL.2019.18",,,"drag and flag",86,"N",,,,,"NEON.DOC.014045vK","0000-0003-0670-0174",
